projektname;kurzzusammenfassung;art;einsatzbereich;status;organisation;webseite_link;quelle;lizenz;lizenz_organisation
Maternity clinic chatbot NeRo;Der Chatbot NeRo wird von der Geburts- und Kinderklinik der Stadt Helsinki genutzt, um Fragen der PatientInnen in Bezug auf Schwangerschaft, Geburt und frühe Kindheit zu beantworten.;[];[];Unbekannt;Stadt Helsinki;https://ai.hel.fi/en/maternity-clinic-chatbot-nero/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Mehr Chancengleichheit durch Bias-Erkennung und Bereinigung in Datensätzen;Viele Datensätze spiegeln unsere Wirklichkeit aufgrund von Verzerrungen und unbewussten Diskriminierungen nicht äquivalent wider. Für mehr Chancengleichheit und Gleichberechtigung unterstützt die KI basierte Anwendung die Erkennung und Bereinigung von Bias in Datensätzen.;['Datenanalyse', 'Künstliche Intelligenz', 'Open-Source-Software'];['Anti Dismkriminierung', 'Gesundheit', 'Inklusion & Teilhabe', 'Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/mehr-chancengleichheit-durch-bias-erkennung-und-bereinigung-in-datensaetzen/346;https://www.civic-coding.de/community/projekt/mehr-chancengleichheit-durch-bias-erkennung-und-bereinigung-in-datensaetzen/346;CC-BY-NC-ND 4.0;https://www.civic-coding.de
MeinDorfNet - Die datenschutzkonforme Dorfplattform für das Gemeindeleben und kommunale Öffentlichkeitsarbeit;Eine eigene Plattform für Vereine, Verwaltung und Bürger, im eigenen Design für jedes Dorf. Diese ist so gestaltet, dass die Prozesse der Öffentlichkeitsarbeit für alle Zielgruppen des Dorfes optimiert sind und insbesondere offen und wirklich datenschutzkonform gestaltet sind.;['Datenanwendung für Öffentlichkeit', 'Datenreporting', 'Digitale Plattformen', 'Künstliche Intelligenz', 'Webanwendungen'];['Inklusion & Teilhabe', 'Stadtentwicklung'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/meindorfnet-die-datenschutzkonforme-dorfplattform-fur-das-gemeindeleben-und-kommunale-oeffentlichkeitsarbeit/1067;https://www.civic-coding.de/community/projekt/meindorfnet-die-datenschutzkonforme-dorfplattform-fur-das-gemeindeleben-und-kommunale-oeffentlichkeitsarbeit/1067;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Meine Stadt Transparent;Meine Stadt Transparent ist ein vom Prototype Fund gefördertes Projekt. Mit dieser Förderung können wir für 6 Monate, vom September 2017 bis Februar 2018, an dem Projekt arbeiten. Wir hatten uns unter …;['Digitale Plattformen', 'Open-Source-Software'];['Stadtentwicklung'];In Betrieb;OK Lab München, Code for Germany;http://meine-stadt-transparent.de/, http://github.com/meine-stadt-transparent/meine-stadt-transparent/, https://prototypefund.de/project/open-source-ratsinformationssystem/;https://codefor.de/projekte/meine-stadt-transparent/;CC-BY 4.0;https://codefor.de
Merlin AIO – Das freie All-in-One KI-System für alle;Merlin AIO (kurz: Merlin) ist ein auf Open-Source-Software basierender, lernender, digitaler Sprachassistent, der im Gegensatz zu anderen bekannten Systemen auch ohne Internetverbindung auskommt, so dass man die volle Kontrolle über alle Daten behält.;['Digitale Plattformen', 'Künstliche Intelligenz', 'Open-Source-Software'];['Arbeit & Soziales', 'Gesundheit', 'Klima & Umwelt'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/merlin-aio-das-freie-all-in-one-ki-system-fur-alle/350;https://www.civic-coding.de/community/projekt/merlin-aio-das-freie-all-in-one-ki-system-fur-alle/350;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Meta - der weltweit erste Antidiskriminierungschatbot;Meta ist der weltweit erste Antidiskriminierungschatbot mit der Mission Betroffenen von Diskriminierungen digital und barrierefreie zu beraten. Meta ist für Betroffene kostenlos, kann eine Vielzahl an NutzerInnen parallel beraten, jederzeit, anonym übers Handy oder am PC.;['Webanwendungen'];['Anti Dismkriminierung', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/meta-der-weltweit-erste-antidiskriminierungschatbot/359;https://www.civic-coding.de/community/projekt/meta-der-weltweit-erste-antidiskriminierungschatbot/359;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Meta API für Elektronische Fahrplanauskunft;Im Rahmen des Open VVS Day der Stuttgarter Zeitung wurde ein JSON-API entwickelt, welches das Application Programming Interface (API) der Elektronischen Fahrplanauskunft (EFA) in eine RESTful API …;['Datenmanagement', 'Öffentliche Daten'];['Stadtentwicklung'];In Betrieb;OK Lab Stuttgart, Code for Germany;http://efa.asw.io/, https://efa-api.asw.io, https://github.com/opendata-stuttgart, http://www.stuttgarter-zeitung.de/inhalt.open-vvs-day-von-stoerungsmelder-bis-tarifabitur.68a3662d-8bc0-4a99-941a-2454d077520c.html, https://de.wikipedia.org/wiki/Elektronische_Fahrplanauskunft_%28Software%29;https://codefor.de/projekte/stgt-efa-meta-api/;CC-BY 4.0;https://codefor.de
MetallKIDD;Gestaltung eines zirkulären Metallmanagements unter Nutzung einer Metallstrategie und KI-Unterstützung.;['Datenanalyse'];['Gesundheit', 'Klima & Umwelt'];Unbekannt;Wuppertal Institut für Klima, Umwelt, Energie gGmbH, Fraunhofer-Institut für Optronik, Systemtechnik und Bildauswertung (IOSB), Folkwang Universität der Künste;https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/metallkidd/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Methods for Extremely Rapid Observation of Nutritional Status (MERON);MERON ist eine Smartphone-App, die Deep-Learning-Technologie nutzt, um Gesichtszüge auf Fotos zu erfassen und Mangelernährung bei Kindern unter fünf Jahren schnell zu erkennen.;['Datenanalyse', 'Datenreporting', 'Öffentliche Daten'];['Gesundheit', 'Internationale Projekte'];Abgeschlossen;Kimetrica (Affiliate of the American Institutes for Research);https://kimetrica.com/our-projects/?country=&service=&search=Methods+for+Extremely+Rapid+Observation+of+Nutritional+Status#start;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Mietpreise in Karlsruhe;Dieses Projekt visualisiert auf einer Karte die Mietpreise in Karlsruhe auf Basis von Immobilienanzeigen.;['Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen'];['Inklusion & Teilhabe', 'Stadtentwicklung'];Abgeschlossen;OK Lab Karlsruhe, Code for Germany;https://ok-lab-karlsruhe.de/projekte/ka-mietmap;https://ok-lab-karlsruhe.de/projekte/ka-mietmap;CC-BY 4.0;https://codefor.de
Mietpreisspiegel;Ziel ist ein faktenbasierter Mietspiegel für München.;['Datenanalyse', 'Öffentliche Daten'];['Stadtentwicklung'];Abgeschlossen;OK Lab München, Code for Germany;https://codefor.de/projekte/muc-mietpreisspiegel/;https://codefor.de/projekte/muc-mietpreisspiegel/;CC-BY 4.0;https://codefor.de
Mietspiegel Gießen;Eine Interaktive Karte mit den aktuellen Mietpreisen pro Quadratmeter in verschiedene Bereiche aufgeteilt. Dieses Projekt sucht aktuell dringend Leute die mitmachen wollen.;['Datenanwendung für Öffentlichkeit', 'Karten & Verzeichnisse'];['Stadtentwicklung'];In Betrieb;OK Lab Gießen, Code for Germany;https://github.com/CodeForGiessen/mietspiegel;https://codefor.de/projekte/gi-mietspiegel/;CC-BY 4.0;https://codefor.de
Mit Daten zu transparenterer Demokratie;Demokratische Prozesse auf lokaler Ebene sind oft schwer nachvollziehbar. Wir entwickeln einen Leitfaden, der Transparenz mit Daten greifbar macht.;['Datenreporting', 'Webanwendungen'];['Inklusion & Teilhabe'];Abgeschlossen;Demokratie-Wegweiser, Civic Data Lab, CorrelAid e.V.;https://civic-data.de/ein-wegweiser-fuer-die-demokratie/, https://karte.demokratie-wegweiser.de;https://correlaid.org/projekte/projektdatenbank/2023-12-DEM;CC-BY 4.0;https://correlaid.org/
Mit KI Lebensmittelverschwendung vermeiden und nachhaltig wirtschaften;In deutschen Supermärkten werden jährlich 2,6 Mio t Lebensmittel weggeworfen. Das Bestellsystem im LEH ist vor allem erfahrungsbasiert. Mit KI kann das Kundenkaufverhalten (z.B. anhand des Wetters, hist. Daten, etc.) prognostiziert und Lebensmittelverschwendung minimiert werden.;['Automatisierung', 'Datenanalyse', 'Künstliche Intelligenz'];['Internationale Projekte', 'Klima & Umwelt'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/mit-ki-lebensmittelverschwendung-vermeiden-und-nachhaltig-wirtschaften/216;https://www.civic-coding.de/community/projekt/mit-ki-lebensmittelverschwendung-vermeiden-und-nachhaltig-wirtschaften/216;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Mit KI kinderleicht zum Kindergeld;Eltern sind gesetzlich verpflichtet, dem Standesamt in den ersten Tagen nach der Geburt ihres Kindes Informationen zur Beurkundung zur Verfügung zu stellen, um den Namen festzulegen und damit die erste formale Voraussetzung für den Erhalt von Elterngeld und Kindergeld zu erfüllen. Das System vereinfacht diesen Prozess, da es als natürliches Sprachsystem darauf ausgelegt ist, Sprachbarrieren abzubauen und den Antragsprozess zu unterstützen.;['Webanwendungen'];['Jugendhilfe'];Unbekannt;Amt für IT und Digitalisierung in der Senatskanzlei der Freien und Hansestadt Hamburg, Fraunhofer Institut;https://www.hamburg.de/kinderleicht-zum-kindergeld/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Mit Sensoren und KI einfache Prototypen entwickeln, ganz ohne IT Fähigkeiten;Die Entwicklung nachhaltiger (low-Carb)-Geschäftsmodelle ist für KMU eine große Herausforderung. Die Kombination von Internet of Things (IoT), Umwelt-Sensorik (Air-Quality) und Künstliche Intelligenz (KI) ist dabei die elementare Basis für einen nachhaltigen und digitalen Wandel.;['Automatisierung', 'Datenanalyse', 'Datenanwendung für Öffentlichkeit', 'Künstliche Intelligenz', 'Open-Source-Software', 'Wissensorganisation'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Bildung', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/mit-sensoren-und-ki-einfache-prototypen-entwickeln-ganz-ohne-it-faehigkeiten/764;https://www.civic-coding.de/community/projekt/mit-sensoren-und-ki-einfache-prototypen-entwickeln-ganz-ohne-it-faehigkeiten/764;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Mitgliederbefragung des Turnvereins Käfertal;Der TV Käfertal will wissen, was seine Mitglieder bewegt. Wir werten eine Befragung aus und zeigen, wo Kommunikation und Strukturen besser werden können.;['Datenanalyse', 'Datenerhebung', 'Datenreporting'];['Inklusion & Teilhabe', 'Organisation & Professionalisierung', 'Soziale Dienste'];Abgeschlossen;Turnverein 1880 Käfertal, CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2018-11-TVK;CC-BY 4.0;https://correlaid.org/
Mithilfe von KI Wirkungsmessung skalieren;In safe hands e.V. will Wirkungsmessung skalieren. Wir entwickeln ein KI-Tool, das Interviewantworten kategorisiert – mit menschlicher Kontrolle für Datenqualität.;['Automatisierung', 'Datenanalyse', 'Digitale Plattformen', 'Künstliche Intelligenz', 'Webanwendungen'];['Anti Dismkriminierung', 'Bildung', 'Jugendhilfe', 'Organisation & Professionalisierung', 'Soziale Dienste'];Abgeschlossen;In safe hands e.V., CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2023-10-ISH;CC-BY 4.0;https://correlaid.org/
Mithilfe von Machine Learning Anomalien in Bienenstöcken erkennen;Maschinelles Lernen auf Sensordaten aus Bienenstöcken erkennt Anomalien und alarmiert Imker*innen rechtzeitig bei Notfällen.;['Künstliche Intelligenz'];['Klima & Umwelt'];Abgeschlossen;Bee Observer BOB, CorrelAid e.V.;https://www.youtube.com/watch?v=POqqK7Qj4cU, https://www.youtube.com/watch?v=eGZ98pMt4YI;https://correlaid.org/projekte/projektdatenbank/2019-10-BEE;CC-BY 4.0;https://correlaid.org/
ModernisierungsCoach;Der ModernisierungsCoach ist ein KI-gestützter Chatbot, der auf Basis redaktionell erstellter Fachartikel antwortet. Der Coach wird als interaktive Einstiegsberatung rund um die Themen Energie sparen, Modernisieren & Bauen und Fördermittel eingesetzt.;['Künstliche Intelligenz', 'Webanwendungen'];['Demokratie & Soziale Rechte', 'Klima & Umwelt'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/modernisierungscoach/1376;https://www.civic-coding.de/community/projekt/modernisierungscoach/1376;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Monitoring Plattform für Kleinbauer*innen stellt Bildmaterial für machine learning zu Verfügung;Mit den georeferenzierten Bildmaterialen unserer SaaS Plattform, die Informationen von Kleinbauer*innen und deren Felder und Kulturen enthält, kann maschinelles Lernen angewendet werden, um satellitengestützte Analysetools zu verbessern.;['Datenanalyse', 'Datenanwendung für Öffentlichkeit', 'Datenreporting', 'Künstliche Intelligenz'];['Klima & Umwelt'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/monitoring-plattform-fur-kleinbauerinnen-stellt-bildmaterial-fur-machine-learning-zu-verfugung/1096;https://www.civic-coding.de/community/projekt/monitoring-plattform-fur-kleinbauerinnen-stellt-bildmaterial-fur-machine-learning-zu-verfugung/1096;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Monitoring der Verfügbarkeit und Kapazität des Beratungsangebots U25;U25 berät suizidgefährdete junge Menschen, doch die Kapazität schwankt. Wir werten Ampeldaten aus und machen Engpässe sichtbar.;['Wirkungsmessung'];['Gesundheit', 'Jugendhilfe', 'Soziale Dienste'];In Betrieb;U25, CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2025-06-UFZ;CC-BY 4.0;https://correlaid.org/
Monitoring von Hass im Netz mit einem simplen Tool - von AI4Democracy;Das Ziel ist die Entwicklung eines Tools, das es ermöglicht, gegen Hassrede und Fake News in sozialen Medien vorzugehen, insbesondere im Kontext von Wahlen.;['Datenanalyse', 'Datenerhebung', 'Datenreporting', 'Künstliche Intelligenz', 'Open-Source-Software', 'Wissensorganisation'];['Anti Dismkriminierung', 'Demokratie & Soziale Rechte', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/monitoring-von-hass-im-netz-mit-einem-simplen-tool-von-ai4democracy/1079;https://www.civic-coding.de/community/projekt/monitoring-von-hass-im-netz-mit-einem-simplen-tool-von-ai4democracy/1079;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Mother Earth AI – Wir geben Mutter Erde eine Stimme!;"Das Projekt „Mother Earth AI“ (Mutter Erde <abbr title=""Künstliche Intelligenz"">KI</abbr>) entwickelt ein eigenes Sprachmodell (LLM), dass aus der Perspektive von „Mutter Erde“ spricht und allgemeine Fragen in einfühlsamer, bildlicher Sprache beantworten kann. Als Grundkonzept dient die „Universal Declaration of the Rights of Mother Earth“ (Bolivien, 2010) und als Trainingsdaten Sprichwörter von indigenen Gruppen, um eine naturverbundene und bildliche Sprache zu ermöglichen. Das Team will dieses Sprachmodell vor allem für ihr bereits entwickeltes „Mutter Erde Telefon“ (Prototyp) nutzen, das im öffentlichen Raum Menschen mit ihrem Ökosystem in Kontakt bringen soll. Durch die Interaktion mit ""Mutter Erde"" wird ein Perspektivwechsel ermöglicht, der das Verständnis für die Umwelt und die Auswirkungen des menschlichen Handelns fördern soll. Über den mehrsprachigen Open Source Ansatz soll das Sprachmodell als Tool für bessere Klima- und Biodiversitätskommunikation eingesetzt werden können, um über für verschiedene Anwendungen im persönlichen Gespräch breitere Bevölkerungsgruppen zu erreichen als über klassische Informationskanäle.";['Künstliche Intelligenz', 'Open-Source-Software', 'Sprachtechnologie'];['Inklusion & Teilhabe', 'Klima & Umwelt'];In Betrieb;Civic Coding;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/mother-earth-ai-wir-geben-mutter-erde-eine-stimme/33;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/mother-earth-ai-wir-geben-mutter-erde-eine-stimme/33;CC-BY-NC-ND 4.0;https://www.civic-coding.de
MotionComposer Lite;MotionComposer is a device for persons with disabilities that turns movement into music. It is being used in Institutions around Germany and Europe. With the help of FusionSystems, and AI, we propose to develop a much lower-cost, app-based, version of this remarkable device.;['Datenanwendung für Öffentlichkeit', 'Fortbildung', 'Künstliche Intelligenz', 'Webanwendungen'];['Inklusion & Teilhabe', 'Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/motioncomposer-lite/835;https://www.civic-coding.de/community/projekt/motioncomposer-lite/835;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Mr. P.;"Mr. P. ist ein hochentwickelter ""Digital Twin"" eines, bzw. mehrere real existierender Politkern.";['Digitale Plattformen', 'Fortbildung', 'Künstliche Intelligenz'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Demokratie & Soziale Rechte', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/mr-p/253;https://www.civic-coding.de/community/projekt/mr-p/253;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Multi-Attribute, Multimodal Bias Mitigation in AI Systems;Das EU-finanzierte MAMMOth-Projekt befasst sich mit KI-Voreingenommenheit durch die Minderung von Diskriminierung bei tabellarischen, Netzwerk- und multimodalen Daten. Es zielt darauf ab, Tools für faire KI zu entwickeln und Pilotprojekte für Finanzanwendungen, Identitätsprüfung und akademische Evaluation zu realisieren, unter Einbindung schutzbedürftiger Gruppen.;['Datenanalyse', 'Künstliche Intelligenz', 'Virtuelle Assistenz', 'Öffentliche Daten'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Inklusion & Teilhabe', 'Klima & Umwelt'];In Planung;ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS (CERTH);https://mammoth-ai.eu/;https://publicinterest.ai/tool/map/project/mammoth-multi-attribute-multimodal-bias-mitigation-in-ai-systems;CC-BY 4.0;https://publicinterest.ai/
